緯度,経度,SUM(kWh/kWp)
-87.5,-3.5,1363.662867
-87.5,-2.5,1364.004956
-87.5,-1.5,1364.338647
-87.5,-0.5,1364.790234
-87.5,0.5,1370.617243
-87.5,1.5,1370.860719
-87.5,2.5,1371.182502
-87.5,3.5,1371.486268
-87.5,4.5,1371.574354
-87.5,5.5,1371.854102
-87.5,6.5,1372.152121
-87.5,7.5,1372.41746
-87.5,8.5,1383.338964
-87.5,9.5,1383.581462
-87.5,10.5,1383.85404
-87.5,11.5,1384.28539
-87.5,12.5,1384.531165
-87.5,13.5,1384.756638
-87.5,14.5,1384.993899
-87.5,15.5,1385.226457
-87.5,16.5,1393.502581
-87.5,17.5,1393.695148
-87.5,18.5,1393.921113
-87.5,19.5,1393.923319
-87.5,20.5,1394.141937
-87.5,21.5,1394.161722
-87.5,22.5,1394.374453
-87.5,23.5,1394.634133
-87.5,24.5,1399.964783
-87.5,25.5,1400.410242
-87.5,26.5,1400.841566
-87.5,27.5,1401.067852
-87.5,28.5,1401.304665
-87.5,29.5,1401.538314
-87.5,30.5,1401.783114
-87.5,31.5,1402.035277
-87.5,32.5,1407.317236
-87.5,33.5,1407.572897
-87.5,34.5,1407.632498
-87.5,35.5,1407.875678
-87.5,36.5,1407.948495
-87.5,37.5,1408.210198
-87.5,38.5,1408.277941
-87.5,39.5,1408.555568
-87.5,40.5,1409.52527
-87.5,41.5,1409.978294
-87.5,42.5,1410.248672
-87.5,43.5,1410.531764
-87.5,44.5,1410.794995
-87.5,45.5,1411.070789
-87.5,46.5,1411.320721
-87.5,47.5,1411.599909
-87.5,48.5,1406.852406
-87.5,49.5,1407.114753
-87.5,50.5,1407.382418
-87.5,51.5,1407.415445
-87.5,52.5,1407.652539
-87.5,53.5,1408.103192
-87.5,54.5,1408.327131
-87.5,55.5,1408.548435
-87.5,56.5,1402.780288
-87.5,57.5,1402.988195
-87.5,58.5,1403.188928
-87.5,59.5,1403.391646
-87.5,60.5,1403.589816
-87.5,61.5,1403.754646
-87.5,62.5,1403.948206
-87.5,63.5,1404.11932
-87.5,64.5,1399.194578
-87.5,65.5,1399.352916
-87.5,66.5,1399.294364
-87.5,67.5,1399.44497
-87.5,68.5,1399.798717
-87.5,69.5,1399.919675
-87.5,70.5,1400.031713
-87.5,71.5,1400.157501
-87.5,72.5,1402.180198
-87.5,73.5,1402.276988
-87.5,74.5,1402.377117
-87.5,75.5,1402.474631
-87.5,76.5,1402.557599
-87.5,77.5,1402.650814
-87.5,78.5,1402.717142
-87.5,79.5,1402.781895
-87.5,80.5,1399.778246
-87.5,81.5,1399.632954
-87.5,82.5,1399.674519
-87.5,83.5,1399.710253
-87.5,84.5,1399.748235
-87.5,85.5,1399.95144
-87.5,86.5,1399.97489
-87.5,87.5,1399.988096
-87.5,88.5,1399.076949
-87.5,89.5,1399.068195
-87.5,90.5,1399.066319
-87.5,91.5,1399.037873
-87.5,92.5,1399.019142
-87.5,93.5,1398.978685
-87.5,94.5,1398.728816
-87.5,95.5,1398.685102
-87.5,96.5,1392.030392
-87.5,97.5,1391.956964
-87.5,98.5,1392.103351
-87.5,99.5,1392.017469
-87.5,100.5,1392.125634
-87.5,101.5,1392.03451
-87.5,102.5,1391.916625
-87.5,103.5,1391.797248
-87.5,104.5,1394.734544
-87.5,105.5,1394.593037
-87.5,106.5,1394.437975
-87.5,107.5,1394.280059
-87.5,108.5,1394.13344
-87.5,109.5,1393.725596
-87.5,110.5,1393.542909
-87.5,111.5,1393.141464
-87.5,112.5,1389.706251
-87.5,113.5,1389.495421
-87.5,114.5,1389.29674
-87.5,115.5,1389.269591
-87.5,116.5,1389.037819
-87.5,117.5,1388.797313
-87.5,118.5,1388.550298
-87.5,119.5,1388.302896
-87.5,120.5,1386.098564
-87.5,121.5,1385.858721
-87.5,122.5,1385.588365
-87.5,123.5,1385.342035
-87.5,124.5,1385.051903
-87.5,125.5,1384.796505
-87.5,126.5,1384.510917
-87.5,127.5,1384.21828
-87.5,128.5,1373.214154
-87.5,129.5,1372.936837
-87.5,130.5,1372.650007
-87.5,131.5,1372.34932
-87.5,132.5,1372.045012
-87.5,133.5,1371.747091
-87.5,134.5,1371.433828
-87.5,135.5,1371.100611
-87.5,136.5,1369.110076
-87.5,137.5,1368.775445
-87.5,138.5,1368.432896
-87.5,139.5,1368.09188
-87.5,140.5,1367.713422
-87.5,141.5,1367.163439
-87.5,142.5,1366.804942
-87.5,143.5,1366.456349
-87.5,144.5,1368.929185
-87.5,145.5,1368.754499
-87.5,146.5,1368.366232
-87.5,147.5,1367.962743
-87.5,148.5,1367.603973
-87.5,149.5,1367.19672
-87.5,150.5,1366.820355
-87.5,151.5,1366.434556
-87.5,152.5,1362.733015
-87.5,153.5,1362.346948
-87.5,154.5,1361.744552
-87.5,155.5,1361.358541
-87.5,156.5,1360.961605
-87.5,157.5,1360.574652
-87.5,158.5,1360.188622
-87.5,159.5,1359.796401
-87.5,160.5,1360.898644
-87.5,161.5,1360.502065
-87.5,162.5,1360.118224
-87.5,163.5,1359.720245
-87.5,164.5,1359.348263
-87.5,165.5,1358.96001
-87.5,166.5,1358.581839
-87.5,167.5,1358.205445
-87.5,168.5,1357.044139
-87.5,169.5,1356.649132
-87.5,170.5,1356.255913
-87.5,171.5,1355.874525
-87.5,172.5,1355.46074
-87.5,173.5,1354.856077
-87.5,174.5,1354.429657
-87.5,175.5,1354.206357
-87.5,176.5,1351.429835
-87.5,177.5,1350.985948
-87.5,178.5,1350.535221
-87.5,179.5,1350.074833
-86.5,-179.5,1398.791188
-86.5,-178.5,1397.770494
-86.5,-177.5,1396.919788
-86.5,-176.5,1396.012014
-86.5,-175.5,1355.418283
-86.5,-174.5,1354.478932
-86.5,-173.5,1353.493331
-86.5,-172.5,1352.476146
-86.5,-171.5,1351.232632
-86.5,-170.5,1350.149166
-86.5,-169.5,1349.021158
-86.5,-168.5,1348.061341
-86.5,-167.5,1224.71496
-86.5,-166.5,1223.673458
-86.5,-165.5,1222.621226
-86.5,-164.5,1221.598945
-86.5,-163.5,1220.593583
-86.5,-162.5,1219.598876
-86.5,-161.5,1218.673727
-86.5,-160.5,1217.790765
-86.5,-159.5,1152.760461
-86.5,-158.5,1151.841654
-86.5,-157.5,1151.162721
-86.5,-156.5,1150.771208
-86.5,-155.5,1150.247306
-86.5,-154.5,1149.989113
-86.5,-153.5,1149.61186
-86.5,-152.5,1149.304697
-86.5,-151.5,1155.552025
-86.5,-150.5,1155.411163
-86.5,-149.5,1155.359998
-86.5,-148.5,1155.365019
-86.5,-147.5,1155.453033
-86.5,-146.5,1155.628802
-86.5,-145.5,1155.84188
-86.5,-144.5,1156.123602
-86.5,-143.5,1185.980599
-86.5,-142.5,1186.369501
-86.5,-141.5,1187.412871
-86.5,-140.5,1187.910707
-86.5,-139.5,1188.428844
-86.5,-138.5,1188.979376
-86.5,-137.5,1189.558755
-86.5,-136.5,1190.185951
-86.5,-135.5,1224.275848
-86.5,-134.5,1224.976422
-86.5,-133.5,1225.69373
-86.5,-132.5,1226.432592
-86.5,-131.5,1227.21386
-86.5,-130.5,1227.794773
-86.5,-129.5,1228.608846
-86.5,-128.5,1229.240451
-86.5,-127.5,1269.274268
-86.5,-126.5,1270.38762
-86.5,-125.5,1271.273635
-86.5,-124.5,1272.192035
-86.5,-123.5,1273.283503
-86.5,-122.5,1274.187714
-86.5,-121.5,1275.095211
-86.5,-120.5,1275.990828
-86.5,-119.5,1337.587723
-86.5,-118.5,1338.468511
-86.5,-117.5,1339.328561
-86.5,-116.5,1340.149483
-86.5,-115.5,1340.927413
-86.5,-114.5,1341.666767
-86.5,-113.5,1342.383222
-86.5,-112.5,1343.023362
-86.5,-111.5,1344.399189
-86.5,-110.5,1344.928213
-86.5,-109.5,1345.37017
-86.5,-108.5,1345.927091
-86.5,-107.5,1346.24639
-86.5,-106.5,1346.475836
-86.5,-105.5,1346.662776
-86.5,-104.5,1346.735725
-86.5,-103.5,1351.264847
-86.5,-102.5,1351.223405
-86.5,-101.5,1351.054779
-86.5,-100.5,1350.655619
-86.5,-99.5,1350.375761
-86.5,-98.5,1349.828491
-86.5,-97.5,1349.424831
-86.5,-96.5,1349.390762
-86.5,-95.5,1345.173502
-86.5,-94.5,1344.846276
-86.5,-93.5,1344.300548
-86.5,-92.5,1343.730878
-86.5,-91.5,1343.142456
-86.5,-90.5,1342.533462
-86.5,-89.5,1341.922974
-86.5,-88.5,1341.309506
-86.5,-87.5,1308.311814
-86.5,-86.5,1307.755242
-86.5,-85.5,1307.009922
-86.5,-84.5,1306.481691
-86.5,-83.5,1305.982024
-86.5,-82.5,1305.528133
-86.5,-81.5,1305.087072
-86.5,-80.5,1304.711327
-86.5,-79.5,1310.228254
-86.5,-78.5,1310.086153
-86.5,-77.5,1309.819255
-86.5,-76.5,1309.603288
-86.5,-75.5,1309.434287
-86.5,-74.5,1309.289677
-86.5,-73.5,1309.21163
-86.5,-72.5,1309.166019
-86.5,-71.5,1338.882244
-86.5,-70.5,1338.939021
-86.5,-69.5,1339.024901
-86.5,-68.5,1339.155726
-86.5,-67.5,1339.334592
-86.5,-66.5,1339.525802
-86.5,-65.5,1339.773349
-86.5,-64.5,1340.037797
-86.5,-63.5,1359.68336
-86.5,-62.5,1359.986474
-86.5,-61.5,1360.332921
-86.5,-60.5,1360.678253
-86.5,-59.5,1361.049129
-86.5,-58.5,1361.423487
-86.5,-57.5,1361.798417
-86.5,-56.5,1362.202525
-86.5,-55.5,1358.244163
-86.5,-54.5,1358.632121
-86.5,-53.5,1359.042799
-86.5,-52.5,1359.455282
-86.5,-51.5,1360.113218
-86.5,-50.5,1360.535315
-86.5,-49.5,1360.961596
-86.5,-48.5,1361.404843
-86.5,-47.5,1384.662178
-86.5,-46.5,1385.130957
-86.5,-45.5,1385.59968
-86.5,-44.5,1386.066874
-86.5,-43.5,1386.547269
-86.5,-42.5,1387.032247
-86.5,-41.5,1387.529192
-86.5,-40.5,1387.844138
-86.5,-39.5,1404.720747
-86.5,-38.5,1405.243405
-86.5,-37.5,1405.790946
-86.5,-36.5,1406.160907
-86.5,-35.5,1406.707249
-86.5,-34.5,1407.47045
-86.5,-33.5,1408.224484
-86.5,-32.5,1408.825931
-86.5,-31.5,1417.883407
-86.5,-30.5,1418.489935
-86.5,-29.5,1419.107898
-86.5,-28.5,1419.743665
-86.5,-27.5,1420.393932
-86.5,-26.5,1421.051434
-86.5,-25.5,1421.526844
-86.5,-24.5,1422.202766
-86.5,-23.5,1424.702169
-86.5,-22.5,1425.424728
-86.5,-21.5,1426.327416
-86.5,-20.5,1427.053285
-86.5,-19.5,1427.794208
-86.5,-18.5,1428.537367
-86.5,-17.5,1429.288938
-86.5,-16.5,1430.045039
-86.5,-15.5,1447.931375
-86.5,-14.5,1448.686985
-86.5,-13.5,1449.464101
-86.5,-12.5,1450.223874
-86.5,-11.5,1451.015007
-86.5,-10.5,1451.573619
-86.5,-9.5,1452.337113
-86.5,-8.5,1452.886565
-86.5,-7.5,1454.892134
-86.5,-6.5,1455.479122
-86.5,-5.5,1456.211398
-86.5,-4.5,1457.116109
-86.5,-3.5,1457.806425
-86.5,-2.5,1458.467686
-86.5,-1.5,1459.112797
-86.5,-0.5,1459.844472
-86.5,0.5,1467.842585
-86.5,1.5,1468.308633
-86.5,2.5,1468.864216
-86.5,3.5,1469.384311
-86.5,4.5,1469.882666
-86.5,5.5,1470.339898
-86.5,6.5,1470.791291
-86.5,7.5,1471.19663
-86.5,8.5,1489.345312
-86.5,9.5,1489.704988
-86.5,10.5,1490.231942
-86.5,11.5,1490.553382
-86.5,12.5,1490.845884
-86.5,13.5,1491.106324
-86.5,14.5,1491.367875
-86.5,15.5,1491.597587
-86.5,16.5,1493.908262
-86.5,17.5,1494.129595
-86.5,18.5,1494.333861
-86.5,19.5,1494.333137
-86.5,20.5,1494.537814
-86.5,21.5,1494.546658
-86.5,22.5,1494.755918
-86.5,23.5,1495.400627
-86.5,24.5,1505.729164
-86.5,25.5,1505.957517
-86.5,26.5,1506.405489
-86.5,27.5,1506.687105
-86.5,28.5,1506.995501
-86.5,29.5,1507.29556
-86.5,30.5,1507.625358
-86.5,31.5,1508.003684
-86.5,32.5,1514.456465
-86.5,33.5,1514.842667
-86.5,34.5,1514.822592
-86.5,35.5,1515.242121
-86.5,36.5,1515.666029
-86.5,37.5,1516.108695
-86.5,38.5,1516.959896
-86.5,39.5,1517.422854
-86.5,40.5,1510.279543
-86.5,41.5,1510.738517
-86.5,42.5,1511.173879
-86.5,43.5,1511.622243
-86.5,44.5,1512.076709
-86.5,45.5,1512.513982
-86.5,46.5,1512.96385
-86.5,47.5,1513.383796
-86.5,48.5,1512.807046
-86.5,49.5,1513.205106
-86.5,50.5,1513.610825
-86.5,51.5,1514.011615
-86.5,52.5,1514.372128
-86.5,53.5,1514.55352
-86.5,54.5,1514.920068
-86.5,55.5,1515.26982
-86.5,56.5,1520.421016
-86.5,57.5,1520.752744
-86.5,58.5,1521.058975
-86.5,59.5,1521.354419
-86.5,60.5,1521.637639
-86.5,61.5,1521.906932
-86.5,62.5,1522.171434
-86.5,63.5,1522.400947
-86.5,64.5,1518.747116
-86.5,65.5,1518.955856
-86.5,66.5,1519.185264
-86.5,67.5,1519.376521
-86.5,68.5,1519.743709
-86.5,69.5,1519.920855
-86.5,70.5,1520.088269
-86.5,71.5,1520.232337
-86.5,72.5,1522.63676
-86.5,73.5,1522.780836
-86.5,74.5,1522.900098
-86.5,75.5,1523.008326
-86.5,76.5,1523.111073
-86.5,77.5,1523.200591
-86.5,78.5,1523.27838
-86.5,79.5,1523.153197
-86.5,80.5,1517.770931
-86.5,81.5,1517.613944
-86.5,82.5,1517.667345
-86.5,83.5,1517.689978
-86.5,84.5,1517.723078
-86.5,85.5,1517.743798
-86.5,86.5,1517.940641
-86.5,87.5,1517.928851
-86.5,88.5,1511.860193
-86.5,89.5,1511.839611
-86.5,90.5,1511.806462
-86.5,91.5,1511.756117
-86.5,92.5,1511.699279
-86.5,93.5,1511.63667
-86.5,94.5,1511.359889
-86.5,95.5,1511.253781
-86.5,96.5,1506.800324
-86.5,97.5,1506.668881
-86.5,98.5,1506.743534
-86.5,99.5,1506.551063
-86.5,100.5,1506.583062
-86.5,101.5,1506.379932
-86.5,102.5,1506.167034
-86.5,103.5,1505.911324
-86.5,104.5,1492.086187
-86.5,105.5,1491.821951
-86.5,106.5,1491.500352
-86.5,107.5,1491.195001
-86.5,108.5,1490.84008
-86.5,109.5,1490.039975
-86.5,110.5,1489.641358
-86.5,111.5,1489.02453
-86.5,112.5,1484.132941
-86.5,113.5,1484.314808
-86.5,114.5,1483.820958
-86.5,115.5,1483.311525
-86.5,116.5,1482.782871
-86.5,117.5,1482.221569
-86.5,118.5,1481.652516
-86.5,119.5,1481.086461
-86.5,120.5,1473.777094
-86.5,121.5,1473.170151
-86.5,122.5,1472.55043
-86.5,123.5,1471.925693
-86.5,124.5,1471.097383
-86.5,125.5,1470.443448
-86.5,126.5,1469.588678
-86.5,127.5,1468.9163
-86.5,128.5,1470.858354
-86.5,129.5,1470.189598
-86.5,130.5,1469.714293
-86.5,131.5,1469.018806
-86.5,132.5,1468.312755
-86.5,133.5,1467.581966
-86.5,134.5,1466.861078
-86.5,135.5,1466.146346
-86.5,136.5,1457.24255
-86.5,137.5,1456.510142
-86.5,138.5,1455.763206
-86.5,139.5,1455.000613
-86.5,140.5,1454.233079
-86.5,141.5,1453.23901
-86.5,142.5,1452.451977
-86.5,143.5,1451.673566
-86.5,144.5,1451.470604
-86.5,145.5,1450.657851
-86.5,146.5,1450.008043
-86.5,147.5,1449.174474
-86.5,148.5,1448.336983
-86.5,149.5,1447.486545
-86.5,150.5,1446.63158
-86.5,151.5,1445.778547
-86.5,152.5,1439.788151
-86.5,153.5,1438.903514
-86.5,154.5,1438.048712
-86.5,155.5,1437.170817
-86.5,156.5,1436.312612
-86.5,157.5,1435.45781
-86.5,158.5,1434.412657
-86.5,159.5,1433.562393
-86.5,160.5,1437.072236
-86.5,161.5,1436.241159
-86.5,162.5,1435.425902
-86.5,163.5,1434.631389
-86.5,164.5,1433.860444
-86.5,165.5,1433.102828
-86.5,166.5,1432.365621
-86.5,167.5,1431.663315
-86.5,168.5,1422.554702
-86.5,169.5,1421.673825
-86.5,170.5,1421.004231
-86.5,171.5,1420.355858
-86.5,172.5,1419.684925
-86.5,173.5,1419.009646
-86.5,174.5,1418.346548
-86.5,175.5,1417.87655
-86.5,176.5,1401.796371
-86.5,177.5,1401.094107
-86.5,178.5,1400.369631
-86.5,179.5,1399.613818
-85.5,-179.5,1062.891631
-85.5,-178.5,1061.886714
-85.5,-177.5,1060.832771
-85.5,-176.5,1059.74013
-85.5,-175.5,928.0167625
-85.5,-174.5,926.9878854
-85.5,-173.5,925.9241589
-85.5,-172.5,924.8360964
-85.5,-171.5,923.8883273
-85.5,-170.5,922.7399837
-85.5,-169.5,921.5732499
-85.5,-168.5,920.3995171
-85.5,-167.5,920.4433653
-85.5,-166.5,919.2703241
-85.5,-165.5,918.1368697
-85.5,-164.5,917.0187983
-85.5,-163.5,915.9675318
-85.5,-162.5,914.9522712
-85.5,-161.5,914.0303455
-85.5,-160.5,913.0084855
-85.5,-159.5,927.6007866
-85.5,-158.5,926.9257823
-85.5,-157.5,926.3415739
-85.5,-156.5,926.0619934
-85.5,-155.5,925.6841166
-85.5,-154.5,925.3852013
-85.5,-153.5,925.1799266
-85.5,-152.5,925.0499648
-85.5,-151.5,939.6090002
-85.5,-150.5,939.6516561
-85.5,-149.5,939.745551
-85.5,-148.5,939.926493
-85.5,-147.5,940.1572701
-85.5,-146.5,940.4682603
-85.5,-145.5,940.4369706
-85.5,-144.5,940.8450226
-85.5,-143.5,962.1724241
-85.5,-142.5,962.6852283
-85.5,-141.5,963.4658119
-85.5,-140.5,964.0740784
-85.5,-139.5,964.9214401
-85.5,-138.5,965.6103426
-85.5,-137.5,966.3463379
-85.5,-136.5,967.1203619
-85.5,-135.5,982.470228
-85.5,-134.5,983.323506
-85.5,-133.5,984.2268341
-85.5,-132.5,985.1600577
-85.5,-131.5,986.1481106
-85.5,-130.5,987.1753061
-85.5,-129.5,988.2372517
-85.5,-128.5,989.1418982
-85.5,-127.5,1011.622662
-85.5,-126.5,1012.648044
-85.5,-125.5,1013.889339
-85.5,-124.5,1015.139589
-85.5,-123.5,1016.59634
-85.5,-122.5,1017.898406
-85.5,-121.5,1019.222431
-85.5,-120.5,1020.520981
-85.5,-119.5,1134.119604
-85.5,-118.5,1135.555624
-85.5,-117.5,1136.999566
-85.5,-116.5,1138.4278
-85.5,-115.5,1139.626112
-85.5,-114.5,1140.984973
-85.5,-113.5,1142.109369
-85.5,-112.5,1143.377813
-85.5,-111.5,1202.803271
-85.5,-110.5,1203.968107
-85.5,-109.5,1205.079234
-85.5,-108.5,1206.299717
-85.5,-107.5,1207.257632
-85.5,-106.5,1208.099863
-85.5,-105.5,1208.851164
-85.5,-104.5,1209.509292
-85.5,-103.5,1215.450832
-85.5,-102.5,1215.887105
-85.5,-101.5,1216.162127
-85.5,-100.5,1216.111566
-85.5,-99.5,1216.157329
-85.5,-98.5,1215.865362
-85.5,-97.5,1215.662122
-85.5,-96.5,1215.538393
-85.5,-95.5,1209.359823
-85.5,-94.5,1208.807577
-85.5,-93.5,1208.177359
-85.5,-92.5,1207.465056
-85.5,-91.5,1206.660968
-85.5,-90.5,1205.77076
-85.5,-89.5,1204.831462
-85.5,-88.5,1203.853318
-85.5,-87.5,1155.874352
-85.5,-86.5,1154.89143
-85.5,-85.5,1153.725965
-85.5,-84.5,1152.757388
-85.5,-83.5,1151.811654
-85.5,-82.5,1150.878292
-85.5,-81.5,1149.99226
-85.5,-80.5,1149.148641
-85.5,-79.5,1128.758923
-85.5,-78.5,1128.032655
-85.5,-77.5,1127.384458
-85.5,-76.5,1126.805038
-85.5,-75.5,1126.282952
-85.5,-74.5,1125.819027
-85.5,-73.5,1125.414459
-85.5,-72.5,1125.064275
-85.5,-71.5,1163.480958
-85.5,-70.5,1163.261966
-85.5,-69.5,1163.083286
-85.5,-68.5,1162.767358
-85.5,-67.5,1162.689021
-85.5,-66.5,1162.712249
-85.5,-65.5,1162.757623
-85.5,-64.5,1163.065748
-85.5,-63.5,1128.991124
-85.5,-62.5,1129.222177
-85.5,-61.5,1129.492775
-85.5,-60.5,1129.816449
-85.5,-59.5,1130.164824
-85.5,-58.5,1130.557372
-85.5,-57.5,1130.987179
-85.5,-56.5,1131.438256
-85.5,-55.5,1163.180187
-85.5,-54.5,1163.705356
-85.5,-53.5,1164.022435
-85.5,-52.5,1164.562662
-85.5,-51.5,1165.336913
-85.5,-50.5,1165.90742
-85.5,-49.5,1166.672129
-85.5,-48.5,1167.254128
-85.5,-47.5,1239.368007
-85.5,-46.5,1240.014733
-85.5,-45.5,1240.658576
-85.5,-44.5,1241.32175
-85.5,-43.5,1242.001679
-85.5,-42.5,1242.69627
-85.5,-41.5,1243.403728
-85.5,-40.5,1244.13796
-85.5,-39.5,1272.557962
-85.5,-38.5,1273.312553
-85.5,-37.5,1274.106563
-85.5,-36.5,1275.30251
-85.5,-35.5,1276.111777
-85.5,-34.5,1276.928279
-85.5,-33.5,1277.765053
-85.5,-32.5,1278.618749
-85.5,-31.5,1294.01168
-85.5,-30.5,1294.865804
-85.5,-29.5,1295.713572
-85.5,-28.5,1296.557033
-85.5,-27.5,1297.426456
-85.5,-26.5,1298.286282
-85.5,-25.5,1299.182649
-85.5,-24.5,1300.06492
-85.5,-23.5,1309.872329
-85.5,-22.5,1310.780587
-85.5,-21.5,1311.486352
-85.5,-20.5,1312.392645
-85.5,-19.5,1313.504841
-85.5,-18.5,1314.411723
-85.5,-17.5,1315.360899
-85.5,-16.5,1316.286782
-85.5,-15.5,1330.234317
-85.5,-14.5,1331.164081
-85.5,-13.5,1332.120973
-85.5,-12.5,1333.059687
-85.5,-11.5,1334.001
-85.5,-10.5,1334.734106
-85.5,-9.5,1335.666789
-85.5,-8.5,1336.584202
-85.5,-7.5,1336.606512
-85.5,-6.5,1337.555722
-85.5,-5.5,1338.442498
-85.5,-4.5,1339.511549
-85.5,-3.5,1340.521025
-85.5,-2.5,1341.342508
-85.5,-1.5,1342.116411
-85.5,-0.5,1342.959801
-85.5,0.5,1345.506341
-85.5,1.5,1346.08084
-85.5,2.5,1346.730877
-85.5,3.5,1347.333542
-85.5,4.5,1347.904373
-85.5,5.5,1348.428588
-85.5,6.5,1348.922698
-85.5,7.5,1349.351562
-85.5,8.5,1357.355177
-85.5,9.5,1357.714168
-85.5,10.5,1358.232906
-85.5,11.5,1358.693147
-85.5,12.5,1358.941612
-85.5,13.5,1359.147729
-85.5,14.5,1359.334078
-85.5,15.5,1359.49495
-85.5,16.5,1376.471048
-85.5,17.5,1376.603956
-85.5,18.5,1376.712441
-85.5,19.5,1376.625726
-85.5,20.5,1376.741145
-85.5,21.5,1376.878114
-85.5,22.5,1377.030715
-85.5,23.5,1377.407223
-85.5,24.5,1400.218252
-85.5,25.5,1400.65235
-85.5,26.5,1400.905938
-85.5,27.5,1401.190789
-85.5,28.5,1401.529288
-85.5,29.5,1401.914531
-85.5,30.5,1402.338535
-85.5,31.5,1402.789574
-85.5,32.5,1409.252397
-85.5,33.5,1409.802434
-85.5,34.5,1409.958561
-85.5,35.5,1410.522827
-85.5,36.5,1410.920433
-85.5,37.5,1411.547104
-85.5,38.5,1412.610728
-85.5,39.5,1413.247705
-85.5,40.5,1410.40596
-85.5,41.5,1411.249318
-85.5,42.5,1411.881624
-85.5,43.5,1412.502599
-85.5,44.5,1413.112071
-85.5,45.5,1413.703779
-85.5,46.5,1414.278565
-85.5,47.5,1414.842641
-85.5,48.5,1415.707909
-85.5,49.5,1416.222932
-85.5,50.5,1416.727828
-85.5,51.5,1416.999572
-85.5,52.5,1417.446753
-85.5,53.5,1418.083581
-85.5,54.5,1418.497174
-85.5,55.5,1418.891139
-85.5,56.5,1431.965715
-85.5,57.5,1432.320471
-85.5,58.5,1432.651979
-85.5,59.5,1432.965136
-85.5,60.5,1433.274875
-85.5,61.5,1433.539879
-85.5,62.5,1433.801545
-85.5,63.5,1434.023289
-85.5,64.5,1435.4912
-85.5,65.5,1435.693392
-85.5,66.5,1435.879052
-85.5,67.5,1436.041826
-85.5,68.5,1436.421596
-85.5,69.5,1436.555143
-85.5,70.5,1436.669962
-85.5,71.5,1436.933662
-85.5,72.5,1430.260325
-85.5,73.5,1430.337308
-85.5,74.5,1430.400926
-85.5,75.5,1430.448951
-85.5,76.5,1430.478926
-85.5,77.5,1430.495395
-85.5,78.5,1430.49963
-85.5,79.5,1430.287559
-85.5,80.5,1421.265518
-85.5,81.5,1421.033102
-85.5,82.5,1420.985405
-85.5,83.5,1421.149926
-85.5,84.5,1421.084916
-85.5,85.5,1421.026647
-85.5,86.5,1421.145874
-85.5,87.5,1421.031952
-85.5,88.5,1420.596169
-85.5,89.5,1420.499966
-85.5,90.5,1420.383014
-85.5,91.5,1420.280107
-85.5,92.5,1420.14177
-85.5,93.5,1420.01206
-85.5,94.5,1419.86822
-85.5,95.5,1419.670941
-85.5,96.5,1415.235861
-85.5,97.5,1415.026448
-85.5,98.5,1414.786284
-85.5,99.5,1414.542597
-85.5,100.5,1414.289628
-85.5,101.5,1414.026544
-85.5,102.5,1413.730809
-85.5,103.5,1413.421615
-85.5,104.5,1407.372512
-85.5,105.5,1407.008422
-85.5,106.5,1406.632241
-85.5,107.5,1406.218696
-85.5,108.5,1405.774635
-85.5,109.5,1405.097081
-85.5,110.5,1404.604383
-85.5,111.5,1404.066726
-85.5,112.5,1397.794509
-85.5,113.5,1397.207762
-85.5,114.5,1396.606087
-85.5,115.5,1396.163675
-85.5,116.5,1395.472454
-85.5,117.5,1394.776198
-85.5,118.5,1394.063362
-85.5,119.5,1393.324618
-85.5,120.5,1373.148804
-85.5,121.5,1372.360302
-85.5,122.5,1371.584956
-85.5,123.5,1370.784139
-85.5,124.5,1369.773846
-85.5,125.5,1368.926098
-85.5,126.5,1367.874952
-85.5,127.5,1367.004544
-85.5,128.5,1357.230657
-85.5,129.5,1356.367661
-85.5,130.5,1355.493299
-85.5,131.5,1354.793966
-85.5,132.5,1353.876761
-85.5,133.5,1352.954511
-85.5,134.5,1352.02827
-85.5,135.5,1351.07548
-85.5,136.5,1362.263789
-85.5,137.5,1361.287917
-85.5,138.5,1360.29297
-85.5,139.5,1359.299399
-85.5,140.5,1358.271655
-85.5,141.5,1357.245984
-85.5,142.5,1356.192773
-85.5,143.5,1355.142456
-85.5,144.5,1348.446861
-85.5,145.5,1347.583271
-85.5,146.5,1346.508508
-85.5,147.5,1345.374386
-85.5,148.5,1344.260187
-85.5,149.5,1343.12152
-85.5,150.5,1341.966519
-85.5,151.5,1340.785517
-85.5,152.5,1322.175072
-85.5,153.5,1320.965937
-85.5,154.5,1319.542487
-85.5,155.5,1318.305883
-85.5,156.5,1317.051083
-85.5,157.5,1315.784034
-85.5,158.5,1314.705111
-85.5,159.5,1313.424602
-85.5,160.5,1212.877794
-85.5,161.5,1211.720733
-85.5,162.5,1210.549285
-85.5,163.5,1209.418758
-85.5,164.5,1208.293805
-85.5,165.5,1207.214653
-85.5,166.5,1206.147513
-85.5,167.5,1205.130046
-85.5,168.5,1104.258091
-85.5,169.5,1102.966684
-85.5,170.5,1102.08523
-85.5,171.5,1101.203543
-85.5,172.5,1100.332043
-85.5,173.5,1099.855574
-85.5,174.5,1098.980775
-85.5,175.5,1098.101762
-85.5,176.5,1066.620772
-85.5,177.5,1065.733806
-85.5,178.5,1064.815271
-85.5,179.5,1063.879225
-84.5,-179.5,884.3400236
-84.5,-178.5,883.4168441
-84.5,-177.5,882.5586295
